Areaname,STCOU,PST045200F,PST045200D,PST045200N1,PST045200N2,PST045201F,PST045201D,PST045201N1,PST045201N2,PST045202F,PST045202D,PST045202N1,PST045202N2,PST045203F,PST045203D,PST045203N1,PST045203N2,PST045204F,PST045204D,PST045204N1,PST045204N2,PST045205F,PST045205D,PST045205N1,PST045205N2,PST045206F,PST045206D,PST045206N1,PST045206N2,PST045207F,PST045207D,PST045207N1,PST045207N2,PST045208F,PST045208D,PST045208N1,PST045208N2,PST045209F,PST045209D,PST045209N1,PST045209N2
"Pinal, AZ",04021,0,181283,0000,0000,0,188370,0000,0000,0,197830,0000,0000,0,208772,0000,0000,0,220724,0000,0000,0,237457,0000,0000,0,270453,0000,0000,0,302633,0000,0000,0,329060,0000,0000,0,340962,0000,0000
"Santa Cruz, AZ",04023,0,38542,0000,0000,0,38914,0000,0000,0,39288,0000,0000,0,39541,0000,0000,0,40177,0000,0000,0,41113,0000,0000,0,42040,0000,0000,0,42692,0000,0000,0,43133,0000,0000,0,43771,0000,0000
"Yavapai, AZ",04025,0,168886,0000,0000,0,173285,0000,0000,0,178390,0000,0000,0,183400,0000,0000,0,189532,0000,0000,0,197533,0000,0000,0,206672,0000,0000,0,212004,0000,0000,0,214930,0000,0000,0,215686,0000,0000
"Yuma, AZ",04027,0,160675,0000,0000,0,163167,0000,0000,0,166071,0000,0000,0,169297,0000,0000,0,174000,0000,0000,0,180194,0000,0000,0,185267,0000,0000,0,189181,0000,0000,0,193299,0000,0000,0,196972,0000,0000
ARKANSAS,05000,0,2678288,0000,0000,0,2691068,0000,0000,0,2704732,0000,0000,0,2722291,0000,0000,0,2746161,0000,0000,0,2776221,0000,0000,0,2815097,0000,0000,0,2842194,0000,0000,0,2867764,0000,0000,0,2889450,0000,0000
"Arkansas, AR",05001,0,20672,0000,0000,0,20502,0000,0000,0,20263,0000,0000,0,19883,0000,0000,0,19863,0000,0000,0,19836,0000,0000,0,19655,0000,0000,0,19315,0000,0000,0,19146,0000,0000,0,18971,0000,0000
"Ashley, AR",05003,0,24160,0000,0000,0,23823,0000,0000,0,23758,0000,0000,0,23478,0000,0000,0,23171,0000,0000,0,22783,0000,0000,0,22515,0000,0000,0,22258,0000,0000,0,22186,0000,0000,0,21941,0000,0000
"Baxter, AR",05005,0,38465,0000,0000,0,38417,0000,0000,0,38642,0000,0000,0,38943,0000,0000,0,39546,0000,0000,0,40237,0000,0000,0,41155,0000,0000,0,41845,0000,0000,0,41946,0000,0000,0,42157,0000,0000
"Benton, AR",05007,0,154791,0000,0000,0,160429,0000,0000,0,167038,0000,0000,0,174785,0000,0000,0,183211,0000,0000,0,192183,0000,0000,0,201509,0000,0000,0,210963,0000,0000,0,219494,0000,0000,0,225504,0000,0000
"Boone, AR",05009,0,34051,0000,0000,0,34253,0000,0000,0,34432,0000,0000,0,34507,0000,0000,0,34841,0000,0000,0,35408,0000,0000,0,35959,0000,0000,0,36653,0000,0000,0,36863,0000,0000,0,36821,0000,0000
"Bradley, AR",05011,0,12603,0000,0000,0,12487,0000,0000,0,12438,0000,0000,0,12395,0000,0000,0,12268,0000,0000,0,12196,0000,0000,0,11986,0000,0000,0,11964,0000,0000,0,11899,0000,0000,0,11790,0000,0000
"Calhoun, AR",05013,0,5717,0000,0000,0,5580,0000,0000,0,5605,0000,0000,0,5564,0000,0000,0,5484,0000,0000,0,5535,0000,0000,0,5526,0000,0000,0,5473,0000,0000,0,5324,0000,0000,0,5196,0000,0000
"Carroll, AR",05015,0,25411,0000,0000,0,25678,0000,0000,0,25984,0000,0000,0,26279,0000,0000,0,26370,0000,0000,0,26821,0000,0000,0,27083,0000,0000,0,27278,0000,0000,0,27486,0000,0000,0,27938,0000,0000
"Chicot, AR",05017,0,14083,0000,0000,0,13769,0000,0000,0,13390,0000,0000,0,13180,0000,0000,0,12857,0000,0000,0,12720,0000,0000,0,12501,0000,0000,0,12308,0000,0000,0,12045,0000,0000,0,11823,0000,0000
"Clark, AR",05019,0,23508,0000,0000,0,23654,0000,0000,0,23548,0000,0000,0,23294,0000,0000,0,23237,0000,0000,0,23209,0000,0000,0,23392,0000,0000,0,23684,0000,0000,0,23883,0000,0000,0,23835,0000,0000
"Clay, AR",05021,0,17542,0000,0000,0,17256,0000,0000,0,16972,0000,0000,0,16769,0000,0000,0,16588,0000,0000,0,16483,0000,0000,0,16315,0000,0000,0,16068,0000,0000,0,15774,0000,0000,0,15585,0000,0000
"Cleburne, AR",05023,0,24113,0000,0000,0,24188,0000,0000,0,24324,0000,0000,0,24606,0000,0000,0,24868,0000,0000,0,25070,0000,0000,0,25176,0000,0000,0,25282,0000,0000,0,25334,0000,0000,0,25600,0000,0000
"Cleveland, AR",05025,0,8544,0000,0000,0,8621,0000,0000,0,8596,0000,0000,0,8629,0000,0000,0,8652,0000,0000,0,8741,0000,0000,0,8692,0000,0000,0,8735,0000,0000,0,8597,0000,0000,0,8436,0000,0000
"Columbia, AR",05027,0,25564,0000,0000,0,25311,0000,0000,0,25171,0000,0000,0,24815,0000,0000,0,24791,0000,0000,0,24572,0000,0000,0,24622,0000,0000,0,24308,0000,0000,0,24104,0000,0000,0,23854,0000,0000
"Conway, AR",05029,0,20321,0000,0000,0,20336,0000,0000,0,20297,0000,0000,0,20338,0000,0000,0,20351,0000,0000,0,20460,0000,0000,0,20481,0000,0000,0,20678,0000,0000,0,20677,0000,0000,0,20799,0000,0000
"Craighead, AR",05031,0,82518,0000,0000,0,83274,0000,0000,0,83978,0000,0000,0,84953,0000,0000,0,86296,0000,0000,0,87443,0000,0000,0,89669,0000,0000,0,91383,0000,0000,0,93419,0000,0000,0,95457,0000,0000
"Crawford, AR",05033,0,53376,0000,0000,0,54100,0000,0000,0,54698,0000,0000,0,55317,0000,0000,0,56149,0000,0000,0,56910,0000,0000,0,58077,0000,0000,0,59035,0000,0000,0,59577,0000,0000,0,60102,0000,0000
"Crittenden, AR",05035,0,50976,0000,0000,0,51235,0000,0000,0,51166,0000,0000,0,50998,0000,0000,0,51264,0000,0000,0,51471,0000,0000,0,51817,0000,0000,0,52123,0000,0000,0,52561,0000,0000,0,53022,0000,0000
"Cross, AR",05037,0,19476,0000,0000,0,19469,0000,0000,0,19254,0000,0000,0,19096,0000,0000,0,19046,0000,0000,0,19207,0000,0000,0,18911,0000,0000,0,18627,0000,0000,0,18718,0000,0000,0,18544,0000,0000
"Dallas, AR",05039,0,9158,0000,0000,0,8988,0000,0000,0,8780,0000,0000,0,8665,0000,0000,0,8637,0000,0000,0,8458,0000,0000,0,8321,0000,0000,0,8191,0000,0000,0,8107,0000,0000,0,7991,0000,0000
"Desha, AR",05041,0,15306,0000,0000,0,14993,0000,0000,0,14647,0000,0000,0,14485,0000,0000,0,14377,0000,0000,0,14118,0000,0000,0,14016,0000,0000,0,13715,0000,0000,0,13478,0000,0000,0,13358,0000,0000
"Drew, AR",05043,0,18703,0000,0000,0,18716,0000,0000,0,18486,0000,0000,0,18620,0000,0000,0,18693,0000,0000,0,18714,0000,0000,0,18814,0000,0000,0,18693,0000,0000,0,18652,0000,0000,0,18624,0000,0000
"Faulkner, AR",05045,0,86456,0000,0000,0,88704,0000,0000,0,90392,0000,0000,0,93292,0000,0000,0,95710,0000,0000,0,98678,0000,0000,0,102331,0000,0000,0,104658,0000,0000,0,107289,0000,0000,0,109386,0000,0000
"Franklin, AR",05047,0,17747,0000,0000,0,17823,0000,0000,0,17829,0000,0000,0,17856,0000,0000,0,17879,0000,0000,0,17973,0000,0000,0,18031,0000,0000,0,18098,0000,0000,0,18069,0000,0000,0,18016,0000,0000
"Fulton, AR",05049,0,11655,0000,0000,0,11602,0000,0000,0,11586,0000,0000,0,11596,0000,0000,0,11760,0000,0000,0,11727,0000,0000,0,11643,0000,0000,0,11793,0000,0000,0,11750,0000,0000,0,11585,0000,0000
"Garland, AR",05051,0,88350,0000,0000,0,89311,0000,0000,0,90151,0000,0000,0,91196,0000,0000,0,92028,0000,0000,0,93253,0000,0000,0,95492,0000,0000,0,96499,0000,0000,0,97700,0000,0000,0,98479,0000,0000
"Grant, AR",05053,0,16488,0000,0000,0,16627,0000,0000,0,16655,0000,0000,0,16743,0000,0000,0,17041,0000,0000,0,17254,0000,0000,0,17455,0000,0000,0,17506,0000,0000,0,17744,0000,0000,0,17760,0000,0000
"Greene, AR",05055,0,37504,0000,0000,0,37807,0000,0000,0,38030,0000,0000,0,38304,0000,0000,0,38668,0000,0000,0,39126,0000,0000,0,39907,0000,0000,0,40302,0000,0000,0,40618,0000,0000,0,40996,0000,0000
"Hempstead, AR",05057,0,23560,0000,0000,0,23310,0000,0000,0,23249,0000,0000,0,23187,0000,0000,0,23103,0000,0000,0,23092,0000,0000,0,23169,0000,0000,0,23212,0000,0000,0,22969,0000,0000,0,23027,0000,0000
"Hot Spring, AR",05059,0,30383,0000,0000,0,30325,0000,0000,0,30391,0000,0000,0,30416,0000,0000,0,30595,0000,0000,0,30974,0000,0000,0,31580,0000,0000,0,31859,0000,0000,0,31906,0000,0000,0,31787,0000,0000
"Howard, AR",05061,0,14252,0000,0000,0,14230,0000,0000,0,14221,0000,0000,0,14301,0000,0000,0,14254,0000,0000,0,14345,0000,0000,0,14220,0000,0000,0,14106,0000,0000,0,14305,0000,0000,0,14291,0000,0000
"Independence, AR",05063,0,34270,0000,0000,0,34162,0000,0000,0,34138,0000,0000,0,34119,0000,0000,0,34269,0000,0000,0,34277,0000,0000,0,34377,0000,0000,0,34516,0000,0000,0,34508,0000,0000,0,34634,0000,0000
"Izard, AR",05065,0,13276,0000,0000,0,13199,0000,0000,0,13109,0000,0000,0,13222,0000,0000,0,13186,0000,0000,0,13127,0000,0000,0,13138,0000,0000,0,13031,0000,0000,0,13094,0000,0000,0,13038,0000,0000
"Jackson, AR",05067,0,18351,0000,0000,0,17809,0000,0000,0,17685,0000,0000,0,17370,0000,0000,0,17575,0000,0000,0,17502,0000,0000,0,17178,0000,0000,0,17039,0000,0000,0,16811,0000,0000,0,16658,0000,0000
"Jefferson, AR",05069,0,84218,0000,0000,0,83442,0000,0000,0,82974,0000,0000,0,82445,0000,0000,0,81747,0000,0000,0,80849,0000,0000,0,80405,0000,0000,0,79413,0000,0000,0,79117,0000,0000,0,78705,0000,0000
"Johnson, AR",05071,0,22799,0000,0000,0,22932,0000,0000,0,23226,0000,0000,0,23472,0000,0000,0,23711,0000,0000,0,23937,0000,0000,0,24295,0000,0000,0,24778,0000,0000,0,24876,0000,0000,0,24994,0000,0000
"Lafayette, AR",05073,0,8527,0000,0000,0,8349,0000,0000,0,8192,0000,0000,0,8181,0000,0000,0,8065,0000,0000,0,7933,0000,0000,0,7754,0000,0000,0,7716,0000,0000,0,7669,0000,0000,0,7504,0000,0000
"Lawrence, AR",05075,0,17679,0000,0000,0,17699,0000,0000,0,17573,0000,0000,0,17418,0000,0000,0,17280,0000,0000,0,17021,0000,0000,0,16813,0000,0000,0,16867,0000,0000,0,16978,0000,0000,0,16882,0000,0000
"Lee, AR",05077,0,12528,0000,0000,0,12354,0000,0000,0,12120,0000,0000,0,11685,0000,0000,0,11420,0000,0000,0,11259,0000,0000,0,10941,0000,0000,0,10702,0000,0000,0,10660,0000,0000,0,10319,0000,0000
"Lincoln, AR",05079,0,14474,0000,0000,0,14433,0000,0000,0,14424,0000,0000,0,14343,0000,0000,0,14137,0000,0000,0,14090,0000,0000,0,13833,0000,0000,0,13695,0000,0000,0,13593,0000,0000,0,13553,0000,0000
"Little River, AR",05081,0,13610,0000,0000,0,13303,0000,0000,0,13351,0000,0000,0,13261,0000,0000,0,13047,0000,0000,0,12950,0000,0000,0,12952,0000,0000,0,12887,0000,0000,0,12865,0000,0000,0,12952,0000,0000
"Logan, AR",05083,0,22504,0000,0000,0,22380,0000,0000,0,22422,0000,0000,0,22650,0000,0000,0,22612,0000,0000,0,22571,0000,0000,0,22586,0000,0000,0,22671,0000,0000,0,22578,0000,0000,0,22342,0000,0000
"Lonoke, AR",05085,0,53124,0000,0000,0,53907,0000,0000,0,54974,0000,0000,0,56196,0000,0000,0,58040,0000,0000,0,59689,0000,0000,0,61940,0000,0000,0,63581,0000,0000,0,65233,0000,0000,0,66677,0000,0000
"Madison, AR",05087,0,14296,0000,0000,0,14302,0000,0000,0,14207,0000,0000,0,14270,0000,0000,0,14545,0000,0000,0,14840,0000,0000,0,15308,0000,0000,0,15538,0000,0000,0,15831,0000,0000,0,15875,0000,0000
"Marion, AR",05089,0,16156,0000,0000,0,16202,0000,0000,0,16094,0000,0000,0,16046,0000,0000,0,16177,0000,0000,0,16317,0000,0000,0,16584,0000,0000,0,16609,0000,0000,0,16802,0000,0000,0,16594,0000,0000
"Miller, AR",05091,0,40434,0000,0000,0,40637,0000,0000,0,40987,0000,0000,0,41450,0000,0000,0,41861,0000,0000,0,42294,0000,0000,0,42812,0000,0000,0,42901,0000,0000,0,43326,0000,0000,0,43522,0000,0000
"Mississippi, AR",05093,0,51827,0000,0000,0,50970,0000,0000,0,49877,0000,0000,0,48412,0000,0000,0,47603,0000,0000,0,47178,0000,0000,0,46736,0000,0000,0,46610,0000,0000,0,46760,0000,0000,0,46605,0000,0000
"Monroe, AR",05095,0,10179,0000,0000,0,9928,0000,0000,0,9667,0000,0000,0,9522,0000,0000,0,9218,0000,0000,0,9087,0000,0000,0,8848,0000,0000,0,8568,0000,0000,0,8355,0000,0000,0,8171,0000,0000
"Montgomery, AR",05097,0,9270,0000,0000,0,9174,0000,0000,0,9044,0000,0000,0,9068,0000,0000,0,9102,0000,0000,0,9065,0000,0000,0,9081,0000,0000,0,9068,0000,0000,0,9097,0000,0000,0,9009,0000,0000
"Nevada, AR",05099,0,9920,0000,0000,0,9810,0000,0000,0,9701,0000,0000,0,9641,0000,0000,0,9592,0000,0000,0,9535,0000,0000,0,9442,0000,0000,0,9331,0000,0000,0,9149,0000,0000,0,9164,0000,0000
"Newton, AR",05101,0,8647,0000,0000,0,8523,0000,0000,0,8506,0000,0000,0,8561,0000,0000,0,8437,0000,0000,0,8381,0000,0000,0,8377,0000,0000,0,8313,0000,0000,0,8294,0000,0000,0,8191,0000,0000
"Ouachita, AR",05103,0,28685,0000,0000,0,28049,0000,0000,0,27607,0000,0000,0,27318,0000,0000,0,26875,0000,0000,0,26626,0000,0000,0,26281,0000,0000,0,26023,0000,0000,0,25718,0000,0000,0,25432,0000,0000
"Perry, AR",05105,0,10236,0000,0000,0,10300,0000,0000,0,10338,0000,0000,0,10296,0000,0000,0,10281,0000,0000,0,10263,0000,0000,0,10237,0000,0000,0,10362,0000,0000,0,10297,0000,0000,0,10312,0000,0000
"Phillips, AR",05107,0,26268,0000,0000,0,25661,0000,0000,0,24772,0000,0000,0,24088,0000,0000,0,23618,0000,0000,0,23260,0000,0000,0,22458,0000,0000,0,21915,0000,0000,0,21458,0000,0000,0,20921,0000,0000
"Pike, AR",05109,0,11321,0000,0000,0,11224,0000,0000,0,11168,0000,0000,0,11012,0000,0000,0,10946,0000,0000,0,10842,0000,0000,0,10814,0000,0000,0,10828,0000,0000,0,10704,0000,0000,0,10627,0000,0000
"Poinsett, AR",05111,0,25617,0000,0000,0,25511,0000,0000,0,25237,0000,0000,0,25203,0000,0000,0,25071,0000,0000,0,25096,0000,0000,0,24949,0000,0000,0,24881,0000,0000,0,24716,0000,0000,0,24682,0000,0000
"Polk, AR",05113,0,20262,0000,0000,0,20150,0000,0000,0,20170,0000,0000,0,20079,0000,0000,0,19901,0000,0000,0,20004,0000,0000,0,20183,0000,0000,0,20137,0000,0000,0,20117,0000,0000,0,20259,0000,0000
"Pope, AR",05115,0,54500,0000,0000,0,54934,0000,0000,0,55307,0000,0000,0,55438,0000,0000,0,56363,0000,0000,0,57238,0000,0000,0,58397,0000,0000,0,59194,0000,0000,0,59772,0000,0000,0,60214,0000,0000
"Prairie, AR",05117,0,9504,0000,0000,0,9499,0000,0000,0,9380,0000,0000,0,9250,0000,0000,0,9038,0000,0000,0,8952,0000,0000,0,8876,0000,0000,0,8814,0000,0000,0,8657,0000,0000,0,8582,0000,0000
"Pulaski, AR",05119,0,361905,0000,0000,0,363113,0000,0000,0,364933,0000,0000,0,366375,0000,0000,0,367737,0000,0000,0,369543,0000,0000,0,373005,0000,0000,0,374992,0000,0000,0,378145,0000,0000,0,381904,0000,0000
"Randolph, AR",05121,0,18163,0000,0000,0,18184,0000,0000,0,18122,0000,0000,0,17998,0000,0000,0,18197,0000,0000,0,18067,0000,0000,0,18163,0000,0000,0,18040,0000,0000,0,18066,0000,0000,0,17952,0000,0000
"St. Francis, AR",05123,0,29284,0000,0000,0,28830,0000,0000,0,28544,0000,0000,0,28453,0000,0000,0,27930,0000,0000,0,27447,0000,0000,0,27095,0000,0000,0,26788,0000,0000,0,26260,0000,0000,0,26255,0000,0000
"Saline, AR",05125,0,83940,0000,0000,0,84763,0000,0000,0,85753,0000,0000,0,86715,0000,0000,0,88424,0000,0000,0,90252,0000,0000,0,92696,0000,0000,0,95391,0000,0000,0,97213,0000,0000,0,99449,0000,0000
"Scott, AR",05127,0,10991,0000,0000,0,10971,0000,0000,0,10947,0000,0000,0,10950,0000,0000,0,10884,0000,0000,0,10976,0000,0000,0,11230,0000,0000,0,11294,0000,0000,0,11228,0000,0000,0,11123,0000,0000
"Searcy, AR",05129,0,8273,0000,0000,0,8216,0000,0000,0,8109,0000,0000,0,7914,0000,0000,0,7933,0000,0000,0,7957,0000,0000,0,8025,0000,0000,0,8054,0000,0000,0,8031,0000,0000,0,7944,0000,0000
"Sebastian, AR",05131,0,115518,0000,0000,0,116273,0000,0000,0,116828,0000,0000,0,117157,0000,0000,0,117425,0000,0000,0,118488,0000,0000,0,120365,0000,0000,0,121741,0000,0000,0,122436,0000,0000,0,123597,0000,0000
"Sevier, AR",05133,0,15759,0000,0000,0,15601,0000,0000,0,15721,0000,0000,0,15839,0000,0000,0,16064,0000,0000,0,16321,0000,0000,0,16304,0000,0000,0,16376,0000,0000,0,16677,0000,0000,0,16904,0000,0000
"Sharp, AR",05135,0,17151,0000,0000,0,17289,0000,0000,0,17351,0000,0000,0,17478,0000,0000,0,17478,0000,0000,0,17541,0000,0000,0,17814,0000,0000,0,17738,0000,0000,0,17687,0000,0000,0,17664,0000,0000
"Stone, AR",05137,0,11522,0000,0000,0,11449,0000,0000,0,11529,0000,0000,0,11583,0000,0000,0,11589,0000,0000,0,11684,0000,0000,0,11987,0000,0000,0,11911,0000,0000,0,12028,0000,0000,0,11991,0000,0000
"Union, AR",05139,0,45572,0000,0000,0,45047,0000,0000,0,45021,0000,0000,0,44602,0000,0000,0,44151,0000,0000,0,43605,0000,0000,0,43460,0000,0000,0,42933,0000,0000,0,43005,0000,0000,0,42782,0000,0000
"Van Buren, AR",05141,0,16211,0000,0000,0,16224,0000,0000,0,16111,0000,0000,0,16180,0000,0000,0,16230,0000,0000,0,16318,0000,0000,0,16366,0000,0000,0,16461,0000,0000,0,16493,0000,0000,0,16418,0000,0000
"Washington, AR",05143,0,158806,0000,0000,0,163229,0000,0000,0,166983,0000,0000,0,171516,0000,0000,0,177043,0000,0000,0,184095,0000,0000,0,190581,0000,0000,0,194696,0000,0000,0,197210,0000,0000,0,200181,0000,0000
"White, AR",05145,0,67405,0000,0000,0,68339,0000,0000,0,68878,0000,0000,0,69446,0000,0000,0,70457,0000,0000,0,71435,0000,0000,0,72781,0000,0000,0,73667,0000,0000,0,74970,0000,0000,0,76338,0000,0000
"Woodruff, AR",05147,0,8690,0000,0000,0,8681,0000,0000,0,8451,0000,0000,0,8285,0000,0000,0,8104,0000,0000,0,8021,0000,0000,0,7875,0000,0000,0,7660,0000,0000,0,7472,0000,0000,0,7359,0000,0000
"Yell, AR",05149,0,21163,0000,0000,0,21198,0000,0000,0,21230,0000,0000,0,21294,0000,0000,0,21200,0000,0000,0,21291,0000,0000,0,21735,0000,0000,0,21852,0000,0000,0,22188,0000,0000,0,22496,0000,0000
CALIFORNIA,06000,0,33994571,0000,0000,0,34485623,0000,0000,0,34876194,0000,0000,0,35251107,0000,0000,0,35558419,0000,0000,0,35795255,0000,0000,0,35979208,0000,0000,0,36226122,0000,0000,0,36580371,0000,0000,0,36961664,0000,0000
"Alameda, CA",06001,0,1450220,0000,0000,0,1468918,0000,0000,0,1460576,0000,0000,0,1450968,0000,0000,0,1441781,0000,0000,0,1436453,0000,0000,0,1438193,0000,0000,0,1449020,0000,0000,0,1470326,0000,0000,0,1491482,0000,0000
"Alpine, CA",06003,0,1205,0000,0000,0,1175,0000,0000,0,1195,0000,0000,0,1172,0000,0000,0,1182,0000,0000,0,1123,0000,0000,0,1158,0000,0000,0,1144,0000,0000,0,1057,0000,0000,0,1041,0000,0000
"Amador, CA",06005,0,35173,0000,0000,0,35700,0000,0000,0,36506,0000,0000,0,36860,0000,0000,0,37213,0000,0000,0,37788,0000,0000,0,38072,0000,0000,0,38480,0000,0000,0,37980,0000,0000,0,37876,0000,0000
"Butte, CA",06007,0,203926,0000,0000,0,206384,0000,0000,0,209319,0000,0000,0,211584,0000,0000,0,213173,0000,0000,0,214831,0000,0000,0,216933,0000,0000,0,217741,0000,0000,0,219503,0000,0000,0,220577,0000,0000
"Calaveras, CA",06009,0,40696,0000,0000,0,41433,0000,0000,0,42583,0000,0000,0,44007,0000,0000,0,44852,0000,0000,0,45688,0000,0000,0,46524,0000,0000,0,46852,0000,0000,0,46944,0000,0000,0,46731,0000,0000
"Colusa, CA",06011,0,18829,0000,0000,0,19042,0000,0000,0,19264,0000,0000,0,19579,0000,0000,0,20219,0000,0000,0,20541,0000,0000,0,20889,0000,0000,0,21100,0000,0000,0,21155,0000,0000,0,21321,0000,0000
"Contra Costa, CA",06013,0,953192,0000,0000,0,971487,0000,0000,0,980446,0000,0000,0,987662,0000,0000,0,992747,0000,0000,0,999271,0000,0000,0,1001303,0000,0000,0,1010542,0000,0000,0,1025464,0000,0000,0,1041274,0000,0000
"Del Norte, CA",06015,0,27471,0000,0000,0,27341,0000,0000,0,27485,0000,0000,0,27722,0000,0000,0,28085,0000,0000,0,28471,0000,0000,0,28441,0000,0000,0,28746,0000,0000,0,28873,0000,0000,0,29114,0000,0000
"El Dorado, CA",06017,0,157134,0000,0000,0,160848,0000,0000,0,164675,0000,0000,0,167436,0000,0000,0,170486,0000,0000,0,173500,0000,0000,0,174995,0000,0000,0,175752,0000,0000,0,177009,0000,0000,0,178447,0000,0000
"Fresno, CA",06019,0,801444,0000,0000,0,812426,0000,0000,0,828245,0000,0000,0,844194,0000,0000,0,857162,0000,0000,0,867438,0000,0000,0,878024,0000,0000,0,889888,0000,0000,0,903133,0000,0000,0,915267,0000,0000
"Glenn, CA",06021,0,26451,0000,0000,0,26487,0000,0000,0,26705,0000,0000,0,27071,0000,0000,0,27193,0000,0000,0,27452,0000,0000,0,27714,0000,0000,0,27862,0000,0000,0,28127,0000,0000,0,28299,0000,0000
"Humboldt, CA",06023,0,126403,0000,0000,0,127002,0000,0000,0,127779,0000,0000,0,128219,0000,0000,0,128694,0000,0000,0,128943,0000,0000,0,129033,0000,0000,0,128564,0000,0000,0,128852,0000,0000,0,129623,0000,0000
"Imperial, CA",06025,0,142396,0000,0000,0,143152,0000,0000,0,144579,0000,0000,0,147254,0000,0000,0,149909,0000,0000,0,153047,0000,0000,0,156792,0000,0000,0,160366,0000,0000,0,163093,0000,0000,0,166874,0000,0000
"Inyo, CA",06027,0,17918,0000,0000,0,17945,0000,0000,0,18079,0000,0000,0,18127,0000,0000,0,17974,0000,0000,0,17737,0000,0000,0,17499,0000,0000,0,17438,0000,0000,0,17223,0000,0000,0,17293,0000,0000
"Kern, CA",06029,0,663484,0000,0000,0,674028,0000,0000,0,689204,0000,0000,0,706963,0000,0000,0,726029,0000,0000,0,747315,0000,0000,0,768209,0000,0000,0,784687,0000,0000,0,797145,0000,0000,0,807407,0000,0000
"Kings, CA",06031,0,129774,0000,0000,0,132453,0000,0000,0,134681,0000,0000,0,138714,0000,0000,0,142151,0000,0000,0,143178,0000,0000,0,145168,0000,0000,0,147622,0000,0000,0,148746,0000,0000,0,148764,0000,0000
"Lake, CA",06033,0,58551,0000,0000,0,60321,0000,0000,0,61674,0000,0000,0,62692,0000,0000,0,63390,0000,0000,0,64143,0000,0000,0,64623,0000,0000,0,64644,0000,0000,0,65092,0000,0000,0,65279,0000,0000
"Lassen, CA",06035,0,33749,0000,0000,0,33503,0000,0000,0,33300,0000,0000,0,33695,0000,0000,0,34102,0000,0000,0,34037,0000,0000,0,34078,0000,0000,0,35005,0000,0000,0,34547,0000,0000,0,34473,0000,0000
"Los Angeles, CA",06037,0,9542578,0000,0000,0,9634764,0000,0000,0,9717871,0000,0000,0,9777324,0000,0000,0,9808494,0000,0000,0,9803912,0000,0000,0,9760598,0000,0000,0,9734701,0000,0000,0,9779254,0000,0000,0,9848011,0000,0000
"Madera, CA",06039,0,123566,0000,0000,0,125423,0000,0000,0,127841,0000,0000,0,132017,0000,0000,0,136516,0000,0000,0,139672,0000,0000,0,142865,0000,0000,0,145223,0000,0000,0,147577,0000,0000,0,148632,0000,0000
"Marin, CA",06041,0,247614,0000,0000,0,247958,0000,0000,0,246332,0000,0000,0,245030,0000,0000,0,243677,0000,0000,0,244024,0000,0000,0,244336,0000,0000,0,246100,0000,0000,0,248345,0000,0000,0,250750,0000,0000
"Mariposa, CA",06043,0,17143,0000,0000,0,17106,0000,0000,0,17202,0000,0000,0,17585,0000,0000,0,17656,0000,0000,0,17714,0000,0000,0,17896,0000,0000,0,17963,0000,0000,0,17960,0000,0000,0,17792,0000,0000
"Mendocino, CA",06045,0,86396,0000,0000,0,86614,0000,0000,0,86911,0000,0000,0,87415,0000,0000,0,87092,0000,0000,0,86803,0000,0000,0,85959,0000,0000,0,85560,0000,0000,0,85786,0000,0000,0,86040,0000,0000
"Merced, CA",06047,0,212122,0000,0000,0,217937,0000,0000,0,223666,0000,0000,0,228993,0000,0000,0,233529,0000,0000,0,237901,0000,0000,0,240516,0000,0000,0,243083,0000,0000,0,244356,0000,0000,0,245321,0000,0000
"Modoc, CA",06049,0,9415,0000,0000,0,9291,0000,0000,0,9240,0000,0000,0,9319,0000,0000,0,9359,0000,0000,0,9261,0000,0000,0,9252,0000,0000,0,9100,0000,0000,0,9089,0000,0000,0,9107,0000,0000
"Mono, CA",06051,0,12896,0000,0000,0,13125,0000,0000,0,13191,0000,0000,0,13043,0000,0000,0,12919,0000,0000,0,12888,0000,0000,0,13102,0000,0000,0,12825,0000,0000,0,12881,0000,0000,0,12927,0000,0000
"Monterey, CA",06053,0,403065,0000,0000,0,407065,0000,0000,0,409210,0000,0000,0,410419,0000,0000,0,408867,0000,0000,0,405090,0000,0000,0,401374,0000,0000,0,402116,0000,0000,0,405660,0000,0000,0,410370,0000,0000
"Napa, CA",06055,0,124545,0000,0000,0,126731,0000,0000,0,128584,0000,0000,0,129800,0000,0000,0,130007,0000,0000,0,129859,0000,0000,0,130818,0000,0000,0,131949,0000,0000,0,133591,0000,0000,0,134650,0000,0000
"Nevada, CA",06057,0,92503,0000,0000,0,93594,0000,0000,0,94412,0000,0000,0,95195,0000,0000,0,95974,0000,0000,0,96554,0000,0000,0,96772,0000,0000,0,96942,0000,0000,0,97297,0000,0000,0,97751,0000,0000
